year,rank,last year rank,institution,guardian score / 100,Satisfiend with course,Satisfied with teaching,Satisfiend with feedback,Student to Staff Ratio,Spend per student /10,Average Entry tariff,Value Added score /10,Career After 6 months,Continuation
2014,40,42,Sheffield,65.5,90,90,68,15.5,5.1,442,5.7,72,
2014,72,83,Sheffield Hallam,54.1,82,83,67,20.0,4.4,316,7.2,55,
2014,22,29,SOAS,71.1,84,89,60,11.8,7.0,437,7.2,67,
2014,24,23,Southampton,70.9,88,89,67,13.7,6.5,438,5.9,66,
2014,112,117,Southampton Solent,40.2,79,80,65,20.5,3.5,282,4.1,44,
2014,4,4,St Andrews,88.3,88,91,67,12.6,7.9,524,8.0,74,
2014,101,96,St Mark and St John,44.8,85,88,76,20.5,2.1,254,3.6,45,
2014,89,97,"St Mary's UC, Twickenham",49.3,89,89,73,25.0,3.0,297,4.8,58,
2014,92,96,Staffordshire,48.6,85,86,72,20.3,5.7,254,3.8,48,
2014,57,67,Stirling,59.1,88,89,70,18.3,4.7,374,4.5,62,
2014,26,34,Strathclyde,70.5,87,89,66,18.3,6.6,465,5.5,71,
2014,65,58,Sunderland,56.3,81,84,72,17.0,6.9,272,5.7,43,
2014,8,12,Surrey,81.1,91,90,73,16.6,7.8,418,6.7,69,
2014,50,28,Sussex,61.4,87,88,63,17.1,4.8,408,6.3,55,
2014,60,89,Swansea,57.5,86,87,65,16.1,5.1,360,4.9,69,
2014,75,79,Teesside,53.4,86,87,77,20.1,5.0,321,4.8,51,
2014,118,110,Trinity Saint David,31.2,75,82,65,21.3,4.1,241,2.0,50,
2014,98,114,UC Suffolk,46.2,79,86,74,20.7,,291,2.5,49,
2014,5,6,UCL,85.5,84,86,62,10.0,9.0,511,7.1,82,
2014,17,24,UEA,74.7,90,91,67,13.5,6.9,418,6.0,67,
2014,97,90,Ulster,46.3,85,84,70,18.6,3.8,284,4.9,54,
2014,53,31,University of the Arts London,61.1,61,71,64,22.4,9.0,317,6.0,53,
2014,64,54,UWE Bristol,56.5,83,86,66,21.7,3.2,322,7.8,64,
2014,10,5,Warwick,80.2,85,87,63,14.3,8.6,506,5.8,74,
2014,84,68,West London,50.1,79,84,72,21.6,6.1,234,4.5,50,
2014,106,107,West of Scotland,43.8,84,83,68,21.7,3.5,288,4.1,52,
2014,99,93,Westminster,46.0,75,77,63,20.8,4.1,326,6.4,55,
2014,66,87,Winchester,56.2,87,90,75,17.7,2.7,307,6.3,54,
2014,95,99,Worcester,47.7,80,82,69,23.6,4.5,282,6.5,58,
2014,16,17,York,75.3,89,91,72,15.5,7.2,458,5.4,68,
2014,94,100,York St John,47.8,83,86,68,20.9,5.9,301,4.5,51,
2013,38,45,Aberdeen,64.0,88,88,66,16.2,5.6,397,6.6,69,
2013,119,106,Abertay Dundee,30.2,,,,25.2,2.1,277,4.9,47,
2013,81,50,Aberystwyth,49.0,89,89,70,19.1,4.4,305,3.9,47,
2013,77,91,Anglia Ruskin,50.2,76,81,70,19.1,8.0,241,4.8,50,
2013,27,34,Aston,67.7,86,83,64,17.0,6.9,381,6.1,73,
2013,63,79,Bangor,54.4,86,88,71,19.1,5.5,293,4.5,55,
2013,9,14,Bath,75.8,91,89,66,17.1,5.5,459,6.8,76,
2013,71,65,Bath Spa,51.4,84,88,71,21.6,3.8,301,6.2,51,
2013,103,102,Bedfordshire,42.9,79,84,70,19.4,5.9,207,5.0,53,
2013,30,24,Birmingham,67.3,85,87,62,15.5,8.1,433,5.6,70,
2013,60,90,Birmingham City,54.7,80,83,71,21.1,5.7,280,7.0,60,
2013,120,116,Bolton,28.9,79,81,67,19.6,3.1,231,3.1,34,
2013,55,42,Bournemouth,56.3,70,76,60,20.4,6.9,325,7.3,62,
2013,91,86,Bradford,46.5,83,82,66,17.6,5.2,277,3.2,64,
2013,64,73,Brighton,54.3,83,84,67,18.6,4.6,289,6.0,49,
2013,18,25,Bristol,70.3,87,90,66,14.3,5.7,477,5.9,75,
2013,44,82,Brunel,62.5,85,83,72,18.0,6.1,342,5.7,57,
2013,16,114,Buckingham,71.6,93,91,79,10.5,3.6,269,1.7,74,
2013,116,112,Bucks New University,32.4,74,79,70,23.3,3.9,230,3.3,47,
2013,1,1,Cambridge,100.0,94,93,75,11.8,9.8,589,5.7,82,
2013,105,107,Canterbury Christ Church,40.9,82,84,67,17.6,3.3,255,5.2,59,
2013,40,39,Cardiff,63.3,86,87,60,14.4,6.2,431,4.9,74,
2013,66,67,Cardiff Met,53.8,82,82,71,19.9,4.6,271,4.8,48,
2013,72,69,Central Lancashire,51.4,82,82,70,18.5,5.8,295,4.0,52,
2013,52,80,Chester,58.9,84,86,72,16.6,4.1,282,5.6,63,
2013,61,58,Chichester,54.5,87,88,70,18.4,3.2,290,4.9,50,
2013,21,22,City,69.3,78,82,63,16.6,7.9,370,6.6,66,
2013,46,63,Coventry,61.6,85,87,73,15.4,3.4,285,7.1,63,
2013,102,89,Cumbria,43.0,75,82,65,17.2,4.1,263,5.0,59,
2013,85,93,De Montfort,48.4,84,83,70,18.1,3.5,284,4.3,52,
2013,70,94,Derby,52.3,81,85,71,18.1,4.7,273,4.7,48,
2013,43,26,Dundee,62.9,86,86,65,14.2,6.0,370,6.4,65,
2013,7,8,Durham,78.4,90,89,69,15.3,6.2,500,5.6,74,
2013,115,115,East London,34.7,81,82,69,23.7,3.3,195,3.8,45,
2013,75,78,Edge Hill,50.8,84,86,75,18.5,2.9,262,4.7,57,
2013,15,16,Edinburgh,72.5,85,87,52,13.9,8.7,471,6.8,71,
2013,73,52,Edinburgh Napier,51.1,83,83,66,23.6,3.7,290,7.5,62,
2013,50,39,Essex,59.0,88,86,68,15.9,6.8,324,4.6,50,
2013,10,11,Exeter,75.3,90,91,71,19.3,5.5,455,7.3,69,
2013,82,68,Glamorgan,49.0,81,82,68,20.5,4.5,286,6.0,49,
2013,14,21,Glasgow,73.0,90,91,65,15.3,6.7,459,5.6,74,
2013,92,74,Glasgow Caledonian,46.5,82,82,61,20.9,3.5,332,6.6,51,
2013,59,61,Gloucestershire,54.9,83,85,71,21.4,4.6,286,7.6,50,
2013,106,102,Glyndwr,40.4,79,85,74,21.0,3.3,211,4.5,61,
2013,65,62,Goldsmiths,54.0,83,86,67,17.7,3.4,341,6.3,48,
2013,88,99,Greenwich,47.8,84,86,72,22.1,4.5,252,,51,
2013,20,27,Heriot-Watt,69.9,86,86,67,18.8,7.4,383,6.5,71,
2013,76,72,Hertfordshire,50.6,83,82,66,19.8,4.0,295,7.7,56,
2013,48,53,Huddersfield,59.6,85,85,76,17.9,4.6,297,5.0,64,
2013,69,75,Hull,52.9,89,89,69,19.9,4.7,325,3.5,63,
2013,13,10,Imperial College,73.3,85,84,55,11.6,8.2,553,4.5,84,
2013,51,54,Keele,59.0,90,91,69,16.0,3.8,335,6.0,67,
2013,22,23,Kent,69.0,88,87,66,14.6,6.3,349,5.8,68,
2013,32,30,King's College London,67.2,84,88,60,11.7,6.9,456,5.9,76,
2013,95,92,Kingston,45.8,79,81,61,19.8,4.5,278,6.8,53,
2013,8,7,Lancaster,78.4,88,89,70,14.8,7.6,409,5.3,70,
2013,37,37,Leeds,64.1,86,88,65,15.7,5.6,412,5.9,70,
2013,112,102,Leeds Met,37.1,77,79,63,19.5,3.3,262,4.1,49,
2013,113,84,Leeds Trinity,36.8,83,85,73,23.9,2.0,264,1.9,62,
2013,19,17,Leicester,70.1,89,89,73,13.7,7.6,408,5.5,60,
2013,47,57,Lincoln,59.7,82,83,70,18.8,4.1,315,4.7,66,
2013,45,49,Liverpool,61.8,86,86,61,13.0,7.2,408,6.0,68,
2013,98,111,Liverpool John Moores,43.8,80,80,66,21.0,4.3,293,5.6,48,
2013,118,119,London Met,30.5,73,76,58,19.2,2.9,224,6.0,42,
2013,3,4,London School of Economics,93.9,84,82,68,11.8,8.6,526,6.8,82,
2013,104,100,London South Bank,41.8,77,80,62,22.4,4.5,215,5.5,56,
2013,11,9,Loughborough,74.6,88,87,71,17.0,6.6,391,5.3,69,
2013,41,41,Manchester,63.1,79,84,59,15.2,8.2,421,5.2,67,
2013,108,108,Manchester Met,39.4,75,78,63,19.1,3.0,291,4.8,52,
2013,94,75,Middlesex,46.1,79,80,69,21.9,7.5,219,5.5,48,
2013,33,31,Newcastle,67.1,89,89,66,15.3,5.9,425,5.3,73,
2013,101,97,Newman University College,43.4,81,87,72,18.0,3.6,239,3.1,59,
2013,111,114,Newport,38.8,76,81,72,24.8,4.1,259,3.0,46,
2013,86,63,Northampton,48.2,80,84,70,20.6,5.2,239,6.9,47,
2013,56,55,Northumbria,56.3,83,82,68,18.2,5.4,315,5.1,60,
2013,26,19,Nottingham,68.5,87,87,64,14.1,6.4,435,5.6,72,
2013,80,67,Nottingham Trent,49.5,79,78,62,19.5,4.9,301,4.3,56,
2013,2,2,Oxford,94.4,93,93,72,11.1,9.8,572,6.7,73,
2013,49,42,Oxford Brookes,59.6,82,85,66,16.7,5.5,323,7.1,60,
2013,62,47,Plymouth,54.5,80,83,63,16.6,6.6,300,5.8,59,
2013,78,85,Portsmouth,49.8,85,85,67,19.8,4.9,287,3.9,59,
2013,74,56,Queen Margaret,51.1,78,86,59,20.6,2.5,328,7.1,54,
2013,36,36,Queen Mary,64.9,88,86,68,13.1,7.0,394,4.7,68,
2013,53,50,"Queen's, Belfast",57.9,83,86,62,15.3,5.2,384,6.2,67,
2013,25,32,Reading,68.6,89,88,64,14.9,5.8,374,6.1,66,
2013,35,38,Robert Gordon,66.2,86,85,69,19.1,5.1,332,4.5,75,
2013,109,97,Roehampton,39.1,79,83,65,20.8,2.8,258,4.2,57,
2013,39,35,Royal Holloway,63.8,87,88,65,15.6,5.0,394,5.6,61,
2013,84,109,Salford,48.5,79,82,64,16.2,4.0,283,4.7,53,
2013,42,33,Sheffield,63.0,90,89,65,15.4,5.0,444,5.2,68,
2013,83,65,Sheffield Hallam,48.7,79,80,64,19.6,3.9,302,7.2,54,
2013,29,13,SOAS,67.5,86,86,62,11.3,7.2,410,6.9,59,
2013,23,28,Southampton,69.0,85,86,62,13.4,6.0,439,6.4,69,
2013,117,112,Southampton Solent,31.2,72,76,62,21.2,3.4,265,2.4,40,
2013,4,3,St Andrews,86.1,93,95,69,13.6,7.9,518,7.3,71,
2013,97,82,"St Mary's UC, Twickenham",44.2,87,89,69,23.3,2.4,264,4.2,57,
2013,96,77,Staffordshire,45.1,80,83,68,21.6,6.0,246,4.0,55,
2013,67,44,Stirling,53.7,88,88,70,20.5,4.5,332,4.9,56,
2013,34,29,Strathclyde,66.4,87,86,61,17.9,5.9,435,6.4,67,
2013,58,48,Sunderland,55.6,82,84,73,16.9,7.0,274,4.8,47,
2013,12,19,Surrey,73.5,87,87,69,17.9,7.5,394,6.1,69,
2013,28,11,Sussex,67.7,88,91,67,16.6,5.1,381,7.5,64,
2013,89,94,Swansea,47.8,82,82,61,16.4,4.2,342,4.9,61,
2013,79,60,Teesside,49.8,82,84,74,19.5,5.4,288,4.7,53,
2013,110,101,Trinity Saint David,38.9,81,84,66,18.8,4.3,246,2.4,43,
2013,57,46,UC Falmouth,55.6,75,81,70,23.1,6.5,264,5.5,50,
2013,114,117,UC Suffolk,36.2,74,81,69,19.0,,263,2.2,48,
2013,6,5,UCL,80.7,88,87,61,10.1,8.6,495,7.1,77,
2013,24,18,UEA,68.8,89,91,68,13.9,7.7,393,5.2,57,
2013,90,88,Ulster,47.8,82,80,62,16.5,4.1,282,6.3,45,
2013,31,46,University of the Arts London,67.2,69,77,67,17.4,8.9,302,6.2,53,
2013,54,59,UWE Bristol,57.2,83,85,67,20.8,3.8,298,6.7,62,
2013,5,6,Warwick,82.1,88,89,62,14.5,8.6,496,6.4,73,
2013,68,110,West London,53.4,76,78,67,21.0,7.0,229,4.0,49,
2013,107,118,West of Scotland,39.6,82,83,65,22.2,3.6,272,3.7,56,
2013,93,87,Westminster,46.2,74,75,61,18.4,4.2,290,6.4,53,
2013,87,69,Winchester,48.0,81,86,67,18.5,2.7,285,5.8,47,
2013,99,105,Worcester,43.8,84,85,71,21.5,4.2,282,5.1,52,
2013,17,15,York,71.3,87,89,68,15.6,6.8,450,4.9,67,
2013,100,96,York St John,43.8,84,87,71,21.4,5.4,281,3.7,50,
